"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Phascolarctobacterium;T32"	"Year"	"Year"	"Year"	-1.15249352258612	0.0762552930417722	0.124808223405313	1.81183956726727e-09	5.21809795372974e-07	3.62367913125177e-09	5.65293944475276e-07	NA	"abundance"	156	155
"Coprococcus;T08"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.917218163168176	0.0385384896841962	0.154173701915814	1.589590433837e-06	0.000128947975301812	1.589590433837e-06	0.000123988053839286	NA	"abundance"	156	155
"Parvimonas;T45"	"Year"	"Year"	"Year"	-1.97005503188694	0	0.412517583972964	1.79094410141405e-06	0.000128947975301812	3.58188499534733e-06	0.000139693514818546	NA	"prevalence"	156	74
"Providencia;T18"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	3.07074173576888	0	0.64192216306789	1.72125932623751e-06	0.000128947975301812	3.44251568974135e-06	0.000139693514818546	NA	"prevalence"	156	85
"Methanobrevibacter;T16"	"Year"	"Year"	"Year"	-1.70084947794613	0	0.381049145224777	8.0595426178916e-06	0.000464229654790556	1.6119020279556e-05	0.000502913432722147	NA	"prevalence"	156	46
"Fusobacterium;T30"	"Year"	"Year"	"Year"	-1.3169382132395	0	0.314996490168868	2.90481684655168e-05	0.00139431208634481	5.80954931349424e-05	0.0015104828215085	NA	"prevalence"	156	85
"[Prevotella];T20"	"Year"	"Year"	"Year"	-8.95355736567222	0	2.3498156317833	0.00013878515158763	0.00571001766531965	0.000277551041856959	0.00618542321852653	NA	"prevalence"	156	82
"Aggregatibacter;T50"	"Year"	"Year"	"Year"	-1.28494457306491	0	0.355298935730226	0.000298593937118429	0.0107493817362635	0.000597098715897575	0.010349711075558	NA	"prevalence"	156	52
"Unclassified Enterobacteriaceae;T03"	"Year"	"Year"	"Year"	-1.13406616919126	0.0762552930417722	0.306199793875053	0.000493054578670105	0.0157777465174433	0.000493054578670105	0.00961456428406704	NA	"abundance"	156	156
"Methanobrevibacter;T16"	"Year"	"Year"	"Year"	-1.19504556935939	0.0762552930417722	0.292116267491101	0.000571989436277787	0.0164732957648003	1.6119020279556e-05	0.000502913432722147	NA	"abundance"	156	46
"[Prevotella];T20"	"Year"	"Year"	"Year"	-1.59583217674989	0.0762552930417722	0.452173627736294	0.000827406830251953	0.0215035727878865	0.000277551041856959	0.00618542321852653	NA	"abundance"	156	82
"Parabacteroides;T17"	"Year"	"Year"	"Year"	-0.483254193841794	0.0762552930417722	0.0898868381225997	0.000895982199495271	0.0215035727878865	0.00179116161488873	0.0246192945294226	NA	"abundance"	156	154
"Bifidobacterium;T51"	"Year"	"Year"	"Year"	-0.992311073941777	0	0.309670503041197	0.00135339873482899	0.0299829873562115	0.00270496578152255	0.0324595893782706	NA	"prevalence"	156	99
"[Ruminococcus];T21"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.47018031010441	0.0385384896841962	0.111116142172472	0.00182868502978151	0.0348049787381262	0.00182868502978151	0.0246192945294226	NA	"abundance"	156	155
"Dialister;T23"	"Year"	"Year"	"Year"	0.802716679743384	0.0762552930417722	0.181583240571389	0.00189379188687866	0.0348049787381262	0.00189379188687866	0.0246192945294226	NA	"abundance"	156	153
"Prevotella;T09"	"Year"	"Year"	"Year"	-0.819956254692988	0.0762552930417722	0.247341792010295	0.00205446055051439	0.0348049787381262	0.00410470029287517	0.0376666615110898	NA	"abundance"	156	149
"Unclassified Cyanobacteria;T36"	"Year"	"Year"	"Year"	1.2694845683892	0	0.409713878317551	0.00194525214374232	0.0348049787381262	0.0038867202815819	0.0376666615110898	NA	"prevalence"	156	140
"Faecalibacterium;T11"	"Year"	"Year"	"Year"	-0.432195591448964	0.0762552930417722	0.0901539519217742	0.00243782073307042	0.0390051317291267	0.00486969849621425	0.0384938233012679	NA	"abundance"	156	154
"Lachnospira;T13"	"Year"	"Year"	"Year"	0.667331265146248	0.0762552930417722	0.142840141556891	0.00356764349219629	0.0501728987783632	0.00356764349219629	0.0371034923188414	NA	"abundance"	156	154
"Unclassified Enterobacteriaceae;T02"	"Year"	"Year"	"Year"	1.9758803266161	0.0762552930417722	0.600022358643284	0.00354188623981244	0.0501728987783632	0.00354188623981244	0.0371034923188414	NA	"abundance"	156	76
"Veillonella;T49"	"Year"	"Year"	"Year"	-0.754312540119824	0	0.259552601018659	0.00365844053592232	0.0501728987783632	0.00730349688468976	0.0542545482862668	NA	"prevalence"	156	91
"Unclassified Christensenellaceae;T15"	"Year"	"Year"	"Year"	0.725954315900292	0.0762552930417722	0.177499923097343	0.0045757625430034	0.0599008914720446	0.0045757625430034	0.0384938233012679	NA	"abundance"	156	152
"Unclassified Lachnospiraceae;T41"	"Year"	"Year"	"Year"	0.575915395476395	0.0762552930417722	0.107508550418766	0.00493510555144461	0.0602242179405819	0.00493510555144461	0.0384938233012679	NA	"abundance"	156	152
"[Eubacterium];T39"	"Year"	"Year"	"Year"	-0.703103420505037	0	0.250586427255825	0.00501868482838182	0.0602242179405819	0.010012182459357	0.0709954756208952	NA	"prevalence"	156	57
"Dorea;T24"	"Year"	"Year"	"Year"	-0.461158026206023	0.0762552930417722	0.136153614480823	0.00635420706578527	0.0732004653978463	0.0126680381841357	0.0859223459445723	NA	"abundance"	156	154
"Akkermansia;T06"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	0.485305626446723	0.000365519718413464	0.188679337859675	0.0138842743777603	0.153795039261345	0.0138842743777603	0.0902477834554419	NA	"abundance"	156	156
"Unclassified [Barnesiellaceae];T31"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.402669091226784	0.0385384896841962	0.126228004665427	0.0150159854242136	0.160170511191611	0.0298064910301669	0.166064735739502	NA	"abundance"	156	153
"Unclassified Enterobacteriaceae;T03"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.708134030220244	0.0385384896841962	0.294018789424971	0.0157794450364921	0.16230286323249	0.0157794450364921	0.0984637370277106	NA	"abundance"	156	156
"Bifidobacterium;T51"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.623791672655002	0	0.266487970473315	0.0192431234877412	0.19110412291274	0.0381159491739178	0.205037519694179	NA	"prevalence"	156	99
"Prevotella;T09"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	1.25308464972592	0	0.538585157225847	0.0199853357921952	0.191859223605074	0.0395712579376636	0.205770541275851	NA	"prevalence"	156	149
"Blautia;T14"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.31092787075238	0.0385384896841962	0.0904369481477256	0.0228937309544555	0.196913632217264	0.0228937309544555	0.137362385726733	NA	"abundance"	156	155
"Providencia;T18"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	-0.544088636536516	0.000365519718413464	0.226670505342605	0.0213328002431915	0.196913632217264	0.0422105121201671	0.212414190024067	NA	"abundance"	156	85
"Unclassified Lachnospiraceae;T41"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	-0.254727545611095	0.000365519718413464	0.10297173187074	0.0239304761375148	0.196913632217264	0.0472882845868614	0.216969776339717	NA	"abundance"	156	152
"Unclassified Proteobacteria;T01"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-1.12721806188097	0.0385384896841962	0.491795088221077	0.0225396630413655	0.196913632217264	0.0445712896727126	0.216969776339717	NA	"abundance"	156	91
"Providencia;T18"	"Year"	"Year"	"Year"	-0.914101815351474	0	0.404514083438286	0.0238365999722158	0.196913632217264	0.0471050164461962	0.216969776339717	NA	"prevalence"	156	85
"Bifidobacterium;T51"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.473763799577134	0.0385384896841962	0.20910632412775	0.024926449421298	0.199411595370384	0.0381159491739178	0.205037519694179	NA	"abundance"	156	99
"Coprococcus;T08"	"Year"	"Year"	"Year"	0.550243313271551	0.0762552930417722	0.160694287577173	0.0271741025459395	0.211517338735962	0.0271741025459395	0.157005925820984	NA	"abundance"	156	155
"Unclassified Proteobacteria;T29"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.866458021153682	0	0.397448599902741	0.0292537179916985	0.221712388989715	0.0576516559670591	0.256961666596035	NA	"prevalence"	156	140
"[Prevotella];T20"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	-0.440263241636003	0.000365519718413464	0.201341772932639	0.0361235098211024	0.24049355702655	0.0709421116804094	0.263304965237947	NA	"abundance"	156	82
"Methanobrevibacter;T16"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	0.576520094246548	0.000365519718413464	0.260226469814456	0.0384898740981122	0.24049355702655	0.0754982777881359	0.263304965237947	NA	"abundance"	156	46
"Serratia;T22"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-1.60679897219986	0.0385384896841962	0.631084441389608	0.0360097592977757	0.24049355702655	0.0707228158308677	0.263304965237947	NA	"abundance"	156	29
"Unclassified Coriobacteriaceae;T47"	"Year"	"Year"	"Year"	-0.324728052697892	0.0762552930417722	0.131458143244103	0.036904326707883	0.24049355702655	0.0724467240860039	0.263304965237947	NA	"abundance"	156	149
"Unclassified Firmicutes;T37"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	-0.276023992013881	0.0385384896841962	0.13618243468727	0.0458143594507171	0.24049355702655	0.0895297633695547	0.263304965237947	NA	"abundance"	156	140
"Unclassified Proteobacteria;T29"	"Year"	"Year"	"Year"	-0.42997791144108	0.0762552930417722	0.196974074895734	0.0378077915396708	0.24049355702655	0.0741861539782345	0.263304965237947	NA	"abundance"	156	140
"Blautia;T14"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	1.23109696884039	0	0.623797650252417	0.0484327302345136	0.24049355702655	0.094519731111058	0.263304965237947	NA	"prevalence"	156	155
"Coprococcus;T08"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	1.23109696884039	0	0.623797650252417	0.0484327302345136	0.24049355702655	0.094519731111058	0.263304965237947	NA	"prevalence"	156	155
"Desulfovibrio;T40"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	1.23109696884039	0	0.623797650252417	0.0484327302345136	0.24049355702655	0.094519731111058	0.263304965237947	NA	"prevalence"	156	154
"Dialister;T23"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	1.0087741828614	0	0.510074446173006	0.0479625711926882	0.24049355702655	0.0936247341499628	0.263304965237947	NA	"prevalence"	156	153
"Dorea;T24"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	1.23109696884039	0	0.623797650252417	0.0484327302345136	0.24049355702655	0.094519731111058	0.263304965237947	NA	"prevalence"	156	154
"Faecalibacterium;T11"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	1.23109696884039	0	0.623797650252417	0.0484327302345136	0.24049355702655	0.094519731111058	0.263304965237947	NA	"prevalence"	156	154
"Lachnospira;T13"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	1.23109696884039	0	0.623797650252417	0.0484327302345136	0.24049355702655	0.094519731111058	0.263304965237947	NA	"prevalence"	156	154
"Parabacteroides;T17"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	1.23109696884039	0	0.623797650252417	0.0484327302345136	0.24049355702655	0.094519731111058	0.263304965237947	NA	"prevalence"	156	154
"Ruminococcus;T19"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	1.23109696884039	0	0.623797650252417	0.0484327302345136	0.24049355702655	0.094519731111058	0.263304965237947	NA	"prevalence"	156	154
"Sutterella;T34"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	1.23109696884039	0	0.623797650252417	0.0484327302345136	0.24049355702655	0.094519731111058	0.263304965237947	NA	"prevalence"	156	154
"Unclassified Burkholderiaceae;T43"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.730303091100796	0	0.368207117826324	0.0473224356396531	0.24049355702655	0.092405458364437	0.263304965237947	NA	"prevalence"	156	19
"Unclassified Christensenellaceae;T15"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	1.23109696884039	0	0.623797650252417	0.0484327302345136	0.24049355702655	0.094519731111058	0.263304965237947	NA	"prevalence"	156	152
"Unclassified Rikenellaceae;T10"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	"X..SCFA.Valerate"	1.23109696884039	0	0.623797650252417	0.0484327302345136	0.24049355702655	0.094519731111058	0.263304965237947	NA	"prevalence"	156	154
