"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Phascolarctobacterium;T32"	"Year"	"Year"	"Year"	-1.18786380107737	0.0463121802699414	0.127222856921089	1.47682044371322e-09	4.25324287789408e-07	2.95364088524544e-09	4.60767978098289e-07	NA	"abundance"	156	155
"Coprococcus;T08"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.938209905560085	0.0433074285061086	0.150196049475029	1.06839075675325e-06	0.000102565512648312	1.06839075675325e-06	7.456471787512e-05	NA	"abundance"	156	155
"Providencia;T18"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	3.22052387096799	0	0.649730138506726	7.1696869812898e-07	0.000102565512648312	1.43393688221385e-06	7.456471787512e-05	NA	"prevalence"	156	85
"Parvimonas;T45"	"Year"	"Year"	"Year"	-1.93199241712295	0	0.417716188396906	3.74360314320369e-06	0.000269539426310666	7.48719227184289e-06	0.000253795306826721	NA	"prevalence"	156	74
"Prevotella;T09"	"Total.SCFA_mg.mL"	"Total.SCFA_mg.mL"	"Total.SCFA_mg.mL"	0.947945665427409	-0.103029057329205	0.212941025303773	8.13446496239489e-06	0.000468545181833946	8.13446496239489e-06	0.000253795306826721	NA	"abundance"	156	149
"Methanobrevibacter;T16"	"Year"	"Year"	"Year"	-1.67106528632537	0	0.386915649532805	1.56780741515186e-05	0.000752547559272894	3.13559025010281e-05	0.000815253465026732	NA	"prevalence"	156	46
"Fusobacterium;T30"	"Year"	"Year"	"Year"	-1.27598308902635	0	0.318975496731257	6.32744634264075e-05	0.00260329220954362	0.000126544923195093	0.0028201440026335	NA	"prevalence"	156	85
"[Prevotella];T20"	"Year"	"Year"	"Year"	-8.92021590043783	0	2.3976312591065	0.000198884968184219	0.00715985885463188	0.000397730381137868	0.00775574243218843	NA	"prevalence"	156	82
"Dialister;T23"	"Year"	"Year"	"Year"	0.844260973711238	0.0463121802699414	0.185685206191919	0.000755629747287045	0.0197837606562426	0.000755629747287045	0.0130975822863088	NA	"abundance"	156	153
"Unclassified Christensenellaceae;T15"	"Total.SCFA_mg.mL"	"Total.SCFA_mg.mL"	"Total.SCFA_mg.mL"	-0.666180557701678	-0.103029057329205	0.14859563716347	0.00073668957106765	0.0197837606562426	0.00147283643061118	0.0176740371673342	NA	"abundance"	156	152
"Aggregatibacter;T50"	"Year"	"Year"	"Year"	-1.1956633823105	0	0.353420072888993	0.000716666712715081	0.0197837606562426	0.00143281981425305	0.0176740371673342	NA	"prevalence"	156	52
"Lachnospira;T13"	"Year"	"Year"	"Year"	0.71978621084259	0.0463121802699414	0.144944114006355	0.000928542802224097	0.0215128696519915	0.000928542802224097	0.0137714961029794	NA	"abundance"	156	154
"Unclassified Enterobacteriaceae;T03"	"Total.SCFA_mg.mL"	"Total.SCFA_mg.mL"	"Total.SCFA_mg.mL"	0.837629474934423	-0.103029057329205	0.26949919034173	0.000971067032902395	0.0215128696519915	0.000971067032902395	0.0137714961029794	NA	"abundance"	156	156
"Parabacteroides;T17"	"Year"	"Year"	"Year"	-0.496895554010023	0.0463121802699414	0.0914290164343152	0.00113296774685012	0.0233067650780597	0.00226465187778484	0.0235523795289623	NA	"abundance"	156	154
"Methanobrevibacter;T16"	"Year"	"Year"	"Year"	-1.17791815273741	0.0463121802699414	0.314111460368128	0.00142431167742729	0.0257938171143863	3.13559025010281e-05	0.000815253465026732	NA	"abundance"	156	46
"Bifidobacterium;T51"	"Year"	"Year"	"Year"	-1.00499851689306	0	0.315251875113359	0.00143298983968812	0.0257938171143863	0.0028639262194956	0.0279232806400821	NA	"prevalence"	156	99
"[Ruminococcus];T21"	"Weight_lbs"	"Weight_lbs"	"Weight_lbs"	0.4804195742201	0.0433074285061086	0.107447662110527	0.00183352497171985	0.0310620701091362	0.00183352497171985	0.0204307068277354	NA	"abundance"	156	155
"Unclassified Cyanobacteria;T36"	"Year"	"Year"	"Year"	1.23394729964474	0	0.404117299413427	0.0022623512741356	0.0361976203861696	0.00451958431498361	0.0352527576568722	NA	"prevalence"	156	140
"Unclassified S24-7;T27"	"Total.SCFA_mg.mL"	"Total.SCFA_mg.mL"	"Total.SCFA_mg.mL"	0.436813923908762	-0.103029057329205	0.165062954016345	0.00285560766028503	0.0411207503081044	0.00570306082546059	0.040439885853266	NA	"abundance"	156	153
"[Eubacterium];T39"	"Year"	"Year"	"Year"	-0.791879188946533	0	0.26540888125286	0.00284860510193193	0.0411207503081044	0.00568909565283712	0.040439885853266	NA	"prevalence"	156	57
